comment,cleaned_comment,case_folding,slang_check,tokenize,stopword_removal,stemming
Tak apa lah dollar US naik. kan gua gak pilih Jokowi dan Prabowo...,Tak apa lah dollar US naik kan gua gak pilih Jokowi dan Prabowo,tak apa lah dollar us naik kan gua gak pilih jokowi dan prabowo,tak apa lah dollar us naik kan gua tidak pilih jokowi dan prabowo,"['tak', 'apa', 'lah', 'dollar', 'us', 'naik', 'kan', 'gua', 'tidak', 'pilih', 'jokowi', 'dan', 'prabowo']","['dollar', 'us', 'gua', 'pilih', 'jokowi', 'prabowo']",dollar us gua pilih jokowi prabowo
Ktny mau bikin 10.000????mana nih si tkg ngibul kok nyaris 17.000,Ktny mau bikin mana nih si tkg ngibul kok nyaris ,ktny mau bikin mana nih si tkg ngibul kok nyaris,ktny ingin bikin mana nih si tkg ngibul kok nyaris,"['ktny', 'ingin', 'bikin', 'mana', 'nih', 'si', 'tkg', 'ngibul', 'kok', 'nyaris']","['ktny', 'tkg', 'ngibul']",ktny tkg ngibul
Kemungkinan terburuknya persediaan dollar di Indonesia semakin menipis.,Kemungkinan terburuknya persediaan dollar di Indonesia semakin menipis,kemungkinan terburuknya persediaan dollar di indonesia semakin menipis,kemungkinan terburuknya persediaan dollar di indonesia semakin menipis,"['kemungkinan', 'terburuknya', 'persediaan', 'dollar', 'di', 'indonesia', 'semakin', 'menipis']","['terburuknya', 'persediaan', 'dollar', 'indonesia', 'menipis']",buruk sedia dollar indonesia tip
Jangan lihat ke bawah terus kalau ingin menjadi negara maju tetapi lihatlah ke atas itu bisa buat negara kita bisa maju kan kita udah di ajarkan sejak kecil apakah ajaran seperti itu hanya bohong dan untuk membohongi anak kecil yang polos kalau memang benar apa gunanya pendidikan,Jangan lihat ke bawah terus kalau ingin menjadi negara maju tetapi lihatlah ke atas itu bisa buat negara kita bisa maju kan kita udah di ajarkan sejak kecil apakah ajaran seperti itu hanya bohong dan untuk membohongi anak kecil yang polos kalau memang benar apa gunanya pendidikan,jangan lihat ke bawah terus kalau ingin menjadi negara maju tetapi lihatlah ke atas itu bisa buat negara kita bisa maju kan kita udah di ajarkan sejak kecil apakah ajaran seperti itu hanya bohong dan untuk membohongi anak kecil yang polos kalau memang benar apa gunanya pendidikan,jangan lihat ke bawah terus kalau ingin menjadi negara maju tetapi lihatlah ke atas itu bisa buat negara kita bisa maju kan kita udah di ajarkan sejak kecil apakah ajaran seperti itu hanya bohong dan untuk membohongi anak kecil yang polos kalau memang benar apa gunanya pendidikan,"['jangan', 'lihat', 'ke', 'bawah', 'terus', 'kalau', 'ingin', 'menjadi', 'negara', 'maju', 'tetapi', 'lihatlah', 'ke', 'atas', 'itu', 'bisa', 'buat', 'negara', 'kita', 'bisa', 'maju', 'kan', 'kita', 'udah', 'di', 'ajarkan', 'sejak', 'kecil', 'apakah', 'ajaran', 'seperti', 'itu', 'hanya', 'bohong', 'dan', 'untuk', 'membohongi', 'anak', 'kecil', 'yang', 'polos', 'kalau', 'memang', 'benar', 'apa', 'gunanya', 'pendidikan']","['lihat', 'maju', 'maju', 'ajarkan', 'ajaran', 'bohong', 'membohongi', 'polos', 'gunanya', 'pendidikan']",lihat maju maju ajar ajar bohong bohong polos guna didik
Stabil apa nya ? Jangan suka bandingkan dengan negara lain. bisa kerja enggak?,Stabil apa nya  Jangan suka bandingkan dengan negara lain bisa kerja enggak,stabil apa nya jangan suka bandingkan dengan negara lain bisa kerja enggak,stabil apa nya jangan suka bandingkan dengan negara lain bisa kerja enggak,"['stabil', 'apa', 'nya', 'jangan', 'suka', 'bandingkan', 'dengan', 'negara', 'lain', 'bisa', 'kerja', 'enggak']","['stabil', 'kerja']",stabil kerja
EKONOMI JEBOL,EKONOMI JEBOL,ekonomi jebol,ekonomi jebol,"['ekonomi', 'jebol']",['jebol'],jebol
Stabil matane. Iki bisa buat beban pengusaha dan jadi phk. Buat pelaku kerja jadi nyari kerja,Stabil matane Iki bisa buat beban pengusaha dan jadi phk Buat pelaku kerja jadi nyari kerja,stabil matane iki bisa buat beban pengusaha dan jadi phk buat pelaku kerja jadi nyari kerja,stabil matamu iki bisa buat beban pengusaha dan jadi phk buat pelaku kerja jadi nyari kerja,"['stabil', 'matamu', 'iki', 'bisa', 'buat', 'beban', 'pengusaha', 'dan', 'jadi', 'phk', 'buat', 'pelaku', 'kerja', 'jadi', 'nyari', 'kerja']","['stabil', 'matamu', 'beban', 'pengusaha', 'phk', 'pelaku', 'kerja', 'nyari', 'kerja']",stabil mata beban usaha phk laku kerja nyari kerja
Untung Temen gua udah jadi Warga Negara Finlandia Dia udah slamat gak kena scam mental Dari Presiden Mukidi from Negara Konoha😂😂😂Selamat yaa para Pendukung Mukidi siap siap dihukum gandrung 😂Menurut Bossman Mardigu aslinya Rupiah udah 17.000 per 1 US Dollar artinya Akhir Tahun bisa 18.000 per 1 US dollar 😂😂😂Alias Bangkrut pada bae Ama Sri Lanka😂😂Siaran Pers Sitana Isinya Hoax semua gaess😂😂,Untung Temen gua udah jadi Warga Negara Finlandia Dia udah slamat gak kena scam mental Dari Presiden Mukidi from Negara Konoha Selamat yaa para Pendukung Mukidi siap siap dihukum gandrung Menurut Bossman Mardigu aslinya Rupiah udah  per  US Dollar artinya Akhir Tahun bisa  per  US dollar Alias Bangkrut pada bae Ama Sri Lanka Siaran Pers Sitana Isinya Hoax semua gaess,untung temen gua udah jadi warga negara finlandia dia udah slamat gak kena scam mental dari presiden mukidi from negara konoha selamat yaa para pendukung mukidi siap siap dihukum gandrung menurut bossman mardigu aslinya rupiah udah per us dollar artinya akhir tahun bisa per us dollar alias bangkrut pada bae ama sri lanka siaran pers sitana isinya hoax semua gaess,untung temen gua udah jadi warga negara finlandia dia udah slamat tidak kena scam mental dari presiden mukidi from negara konoha selamat yaa para pendukung mukidi siap siap dihukum gandrung menurut bossman mardigu aslinya rupiah udah per us dollar artinya akhir tahun bisa per us dollar alias bangkrut pada bae ama sri lanka siaran pers sitana isinya hoax semua gaess,"['untung', 'temen', 'gua', 'udah', 'jadi', 'warga', 'negara', 'finlandia', 'dia', 'udah', 'slamat', 'tidak', 'kena', 'scam', 'mental', 'dari', 'presiden', 'mukidi', 'from', 'negara', 'konoha', 'selamat', 'yaa', 'para', 'pendukung', 'mukidi', 'siap', 'siap', 'dihukum', 'gandrung', 'menurut', 'bossman', 'mardigu', 'aslinya', 'rupiah', 'udah', 'per', 'us', 'dollar', 'artinya', 'akhir', 'tahun', 'bisa', 'per', 'us', 'dollar', 'alias', 'bangkrut', 'pada', 'bae', 'ama', 'sri', 'lanka', 'siaran', 'pers', 'sitana', 'isinya', 'hoax', 'semua', 'gaess']","['temen', 'gua', 'warga', 'finlandia', 'slamat', 'kena', 'scam', 'mental', 'presiden', 'mukidi', 'from', 'konoha', 'selamat', 'pendukung', 'mukidi', 'dihukum', 'gandrung', 'bossman', 'mardigu', 'rupiah', 'us', 'dollar', 'us', 'dollar', 'bangkrut', 'bae', 'sri', 'lanka', 'siaran', 'pers', 'sitana', 'isinya', 'hoax', 'gaess']",temen gua warga finlandia slamat kena scam mental presiden mukidi from konoha selamat dukung mukidi hukum gandrung bossman mardigu rupiah us dollar us dollar bangkrut bae sri lanka siar pers sitana isi hoax gaess
Imbas boikot produk... 😂😂,Imbas boikot produk ,imbas boikot produk,imbas boikot produk,"['imbas', 'boikot', 'produk']","['imbas', 'boikot']",imbas boikot
kalau baik tolong nanti jgn harga bbm listrik pada naik ya..😄😄,kalau baik tolong nanti jgn harga bbm listrik pada naik ya,kalau baik tolong nanti jgn harga bbm listrik pada naik ya,kalau baik tolong nanti jangan harga bbm listrik pada naik ya,"['kalau', 'baik', 'tolong', 'nanti', 'jangan', 'harga', 'bbm', 'listrik', 'pada', 'naik', 'ya']","['harga', 'bbm', 'listrik']",harga bbm listrik
Keanehan terjadi ketika USD udah demikian tinggi ... nyata nya Rakyat belum stress betul .. Kenapa demikian ??   Ini karena DAYA BELI MASYARAKAT KONSUMEN udah sedemikian hancur. terlihat ga ada reaksi apa pun .. !!  Seolah berkilkah :  Silahkan saja USD naik demikian. walopun sampe Rp. 20.000 sekalipun ... tetap aja ga ada reaksi negatip maupun positip ... KASIHAN .. !!   Akibatnya. Pembayatan Bunga Utang dalam bentuk Dollar yang bisa kelojotan !!,Keanehan terjadi ketika USD udah demikian tinggi  nyata nya Rakyat belum stress betul  Kenapa demikian    Ini karena DAYA BELI MASYARAKAT KONSUMEN udah sedemikian hancur terlihat ga ada reaksi apa pun    Seolah berkilkah   Silahkan saja USD naik demikian walopun sampe Rp  sekalipun  tetap aja ga ada reaksi negatip maupun positip  KASIHAN     Akibatnya Pembayatan Bunga Utang dalam bentuk Dollar yang bisa kelojotan ,keanehan terjadi ketika usd udah demikian tinggi nyata nya rakyat belum stress betul kenapa demikian ini karena daya beli masyarakat konsumen udah sedemikian hancur terlihat ga ada reaksi apa pun seolah berkilkah silahkan saja usd naik demikian walopun sampe rp sekalipun tetap aja ga ada reaksi negatip maupun positip kasihan akibatnya pembayatan bunga utang dalam bentuk dollar yang bisa kelojotan,keanehan terjadi ketika usd udah demikian tinggi nyata nya rakyat belum stress betul kenapa demikian ini karena daya beli masyarakat konsumen udah sedemikian hancur terlihat ga ada reaksi apa pun seolah berkilkah silahkan saja usd naik demikian walopun sampai rp sekalipun tetap aja ga ada reaksi negatip maupun positip kasihan akibatnya pembayatan bunga utang dalam bentuk dollar yang bisa kelojotan,"['keanehan', 'terjadi', 'ketika', 'usd', 'udah', 'demikian', 'tinggi', 'nyata', 'nya', 'rakyat', 'belum', 'stress', 'betul', 'kenapa', 'demikian', 'ini', 'karena', 'daya', 'beli', 'masyarakat', 'konsumen', 'udah', 'sedemikian', 'hancur', 'terlihat', 'ga', 'ada', 'reaksi', 'apa', 'pun', 'seolah', 'berkilkah', 'silahkan', 'saja', 'usd', 'naik', 'demikian', 'walopun', 'sampai', 'rp', 'sekalipun', 'tetap', 'aja', 'ga', 'ada', 'reaksi', 'negatip', 'maupun', 'positip', 'kasihan', 'akibatnya', 'pembayatan', 'bunga', 'utang', 'dalam', 'bentuk', 'dollar', 'yang', 'bisa', 'kelojotan']","['keanehan', 'usd', 'stress', 'beli', 'konsumen', 'hancur', 'reaksi', 'berkilkah', 'usd', 'walopun', 'rp', 'reaksi', 'negatip', 'positip', 'kasihan', 'akibatnya', 'pembayatan', 'bunga', 'utang', 'bentuk', 'dollar', 'kelojotan']",aneh usd stress beli konsumen hancur reaksi berkil usd walopun rp reaksi negatip positip kasihan akibat bayat bunga utang bentuk dollar kelojot
Bukan masalah daya beli masyarakat aja. Tapi investor sama pengusaha makin pusing mau ngelola keuangan perusahaan kalau uangnya melemah. Dan alhasil bisa berimbas banyak PHK dan cabut dri indo.,Bukan masalah daya beli masyarakat aja Tapi investor sama pengusaha makin pusing mau ngelola keuangan perusahaan kalau uangnya melemah Dan alhasil bisa berimbas banyak PHK dan cabut dri indo,bukan masalah daya beli masyarakat aja tapi investor sama pengusaha makin pusing mau ngelola keuangan perusahaan kalau uangnya melemah dan alhasil bisa berimbas banyak phk dan cabut dri indo,bukan masalah daya beli masyarakat aja tapi investor sama pengusaha makin pusing ingin ngelola keuangan perusahaan kalau uangnya melemah dan alhasil bisa berimbas banyak phk dan cabut dari indo,"['bukan', 'masalah', 'daya', 'beli', 'masyarakat', 'aja', 'tapi', 'investor', 'sama', 'pengusaha', 'makin', 'pusing', 'ingin', 'ngelola', 'keuangan', 'perusahaan', 'kalau', 'uangnya', 'melemah', 'dan', 'alhasil', 'bisa', 'berimbas', 'banyak', 'phk', 'dan', 'cabut', 'dari', 'indo']","['beli', 'investor', 'pengusaha', 'pusing', 'ngelola', 'keuangan', 'uangnya', 'melemah', 'alhasil', 'berimbas', 'phk', 'cabut', 'indo']",beli investor usaha pusing ngelola uang uang lemah alhasil imbas phk cabut indo
Pejabat klo ngomonk smua serba enak. optimis ... bagus ...kenyataan di masyarakat .....yg menderita.,Pejabat klo ngomonk smua serba enak optimis  bagus kenyataan di masyarakat yg menderita,pejabat klo ngomonk smua serba enak optimis bagus kenyataan di masyarakat yg menderita,pejabat klo ngomonk smua serba enak optimis bagus kenyataan di masyarakat yang menderita,"['pejabat', 'klo', 'ngomonk', 'smua', 'serba', 'enak', 'optimis', 'bagus', 'kenyataan', 'di', 'masyarakat', 'yang', 'menderita']","['pejabat', 'ngomonk', 'smua', 'serba', 'enak', 'optimis', 'kenyataan', 'menderita']",jabat ngomonk smua serba enak optimis nyata derita
Lah menteri kita kerjanya ngapain.                                          jawabannya: nggak pain pain,Lah menteri kita kerjanya ngapain                                          jawabannya nggak pain pain,lah menteri kita kerjanya ngapain jawabannya nggak pain pain,lah menteri kita kerjanya kenapa jawabannya tidak pain pain,"['lah', 'menteri', 'kita', 'kerjanya', 'kenapa', 'jawabannya', 'tidak', 'pain', 'pain']","['menteri', 'jawabannya', 'pain', 'pain']",menteri jawab pain pain
Apa kah akan OTW 20k/USD kita saksikan berita² selanjut ny.....,Apa kah akan OTW kUSD kita saksikan berita selanjut ny,apa kah akan otw kusd kita saksikan berita selanjut ny,apa kah akan otw kusd kita saksikan berita selanjut ny,"['apa', 'kah', 'akan', 'otw', 'kusd', 'kita', 'saksikan', 'berita', 'selanjut', 'ny']","['otw', 'kusd', 'saksikan', 'berita', 'selanjut']",otw kusd saksi berita lanjut
Bandingkan dg Singapore,Bandingkan dg Singapore,bandingkan dg singapore,bandingkan dg singapore,"['bandingkan', 'dg', 'singapore']",['singapore'],singapore
Jangan kan dollar. ringgit pun sama. Feb 1rm 3267rp. sekarang 1rm 3476rp.,Jangan kan dollar ringgit pun sama Feb rm rp sekarang rm rp,jangan kan dollar ringgit pun sama feb satu ringgit malaysia setara dengan tiga ribu enam ratus tiga puluh lima rupiah sekarang satu ringgit malaysia setara dengan tiga ribu enam ratus tiga puluh lima rupiah,jangan kan dollar ringgit pun sama feb satu ringgit malaysia setara dengan tiga ribu enam ratus tiga puluh lima rupiah sekarang satu ringgit malaysia setara dengan tiga ribu enam ratus tiga puluh lima rupiah,"['jangan', 'kan', 'dollar', 'ringgit', 'pun', 'sama', 'feb', 'satu', 'ringgit', 'malaysia', 'setara', 'dengan', 'tiga', 'ribu', 'enam', 'ratus', 'tiga', 'puluh', 'lima', 'rupiah', 'sekarang', 'satu', 'ringgit', 'malaysia', 'setara', 'dengan', 'tiga', 'ribu', 'enam', 'ratus', 'tiga', 'puluh', 'lima', 'rupiah']","['dollar', 'ringgit', 'feb', 'ringgit', 'malaysia', 'setara', 'ribu', 'enam', 'ratus', 'puluh', 'rupiah', 'ringgit', 'malaysia', 'setara', 'ribu', 'enam', 'ratus', 'puluh', 'rupiah']",dollar ringgit feb ringgit malaysia tara ribu enam ratus puluh rupiah ringgit malaysia tara ribu enam ratus puluh rupiah
RM masa februari 4.7 la. Bila pulak 3.2,RM masa februari  la Bila pulak ,rm masa februari la bila pulak,rm masa februari la bila pulak,"['rm', 'masa', 'februari', 'la', 'bila', 'pulak']","['rm', 'februari', 'pulak']",rm februari pulak
INI SEMUA AKIBAT PRADUGA YG NEGATIF TERHADAP KEBIJAKAN FISKAL INDONESIA DI BAWAH PEMERINTAHAN PRABOWO SENTIMEN NEGATIF TERSEBUT TIMBUL KARENA LAMANYA PARA PENGUSAHA MENDAPATKAN INFORMASI KEPASTIAN KABINET MENDATANG,INI SEMUA AKIBAT PRADUGA YG NEGATIF TERHADAP KEBIJAKAN FISKAL INDONESIA DI BAWAH PEMERINTAHAN PRABOWO SENTIMEN NEGATIF TERSEBUT TIMBUL KARENA LAMANYA PARA PENGUSAHA MENDAPATKAN INFORMASI KEPASTIAN KABINET MENDATANG,ini semua akibat praduga yg negatif terhadap kebijakan fiskal indonesia di bawah pemerintahan prabowo sentimen negatif tersebut timbul karena lamanya para pengusaha mendapatkan informasi kepastian kabinet mendatang,ini semua akibat praduga yang negatif terhadap kebijakan fiskal indonesia di bawah pemerintahan prabowo sentimen negatif tersebut timbul karena lamanya para pengusaha mendapatkan informasi kepastian kabinet mendatang,"['ini', 'semua', 'akibat', 'praduga', 'yang', 'negatif', 'terhadap', 'kebijakan', 'fiskal', 'indonesia', 'di', 'bawah', 'pemerintahan', 'prabowo', 'sentimen', 'negatif', 'tersebut', 'timbul', 'karena', 'lamanya', 'para', 'pengusaha', 'mendapatkan', 'informasi', 'kepastian', 'kabinet', 'mendatang']","['praduga', 'negatif', 'kebijakan', 'fiskal', 'indonesia', 'pemerintahan', 'prabowo', 'sentimen', 'negatif', 'timbul', 'pengusaha', 'informasi', 'kepastian', 'kabinet']",praduga negatif bijak fiskal indonesia perintah prabowo sentimen negatif timbul usaha informasi pasti kabinet
Ap.gunanya punya Mentri.... copot ganti,Apgunanya punya Mentri copot ganti,apgunanya punya mentri copot ganti,apgunanya punya mentri copot ganti,"['apgunanya', 'punya', 'mentri', 'copot', 'ganti']","['apgunanya', 'mentri', 'copot', 'ganti']",apgunanya tri copot ganti
Kebohongan n pembodohan informasi publik,Kebohongan n pembodohan informasi publik,kebohongan n pembodohan informasi publik,kebohongan n pembodohan informasi publik,"['kebohongan', 'n', 'pembodohan', 'informasi', 'publik']","['kebohongan', 'pembodohan', 'informasi', 'publik']",bohong bodoh informasi publik
Masih terbaik di dunia . Rp 12.162 / singapore $ . Rp 16.400 /$ 👍👍👍,Masih terbaik di dunia  Rp   singapore   Rp   ,masih terbaik di dunia rp singapore rp,masih terbaik di dunia rp singapore rp,"['masih', 'terbaik', 'di', 'dunia', 'rp', 'singapore', 'rp']","['terbaik', 'dunia', 'rp', 'singapore', 'rp']",baik dunia rp singapore rp
Stabil di 20k Pak Ferry 🤭,Stabil di k Pak Ferry ,stabil di k pak ferry,stabil di k pakai ferry,"['stabil', 'di', 'k', 'pakai', 'ferry']","['stabil', 'k', 'pakai', 'ferry']",stabil k pakai ferry
Dajal bangga liat rupiah melemah. Harusnya di banggain rupiah naik,Dajal bangga liat rupiah melemah Harusnya di banggain rupiah naik,dajal bangga liat rupiah melemah harusnya di banggain rupiah naik,dajal bangga liat rupiah melemah harusnya di banggain rupiah naik,"['dajal', 'bangga', 'liat', 'rupiah', 'melemah', 'harusnya', 'di', 'banggain', 'rupiah', 'naik']","['dajal', 'bangga', 'rupiah', 'melemah', 'banggain', 'rupiah']",dajal bangga rupiah lemah banggain rupiah
Kita beli pake rupiah bukan dollar,Kita beli pake rupiah bukan dollar,kita beli pake rupiah bukan dollar,kita beli pake rupiah bukan dollar,"['kita', 'beli', 'pake', 'rupiah', 'bukan', 'dollar']","['beli', 'rupiah', 'dollar']",beli rupiah dollar
Beli kedelai impor dari amerika buat tahu tempe itu pake dolar. beli sapi impor dari australia pake dolar. impor bahan bakar minyak bayar pakai dolar 😅,Beli kedelai impor dari amerika buat tahu tempe itu pake dolar beli sapi impor dari australia pake dolar impor bahan bakar minyak bayar pakai dolar ,beli kedelai impor dari amerika buat tahu tempe itu pake dolar beli sapi impor dari australia pake dolar impor bahan bakar minyak bayar pakai dolar,beli kedelai impor dari amerika buat tahu tempe itu pake dolar beli sapi impor dari australia pake dolar impor bahan bakar minyak bayar pakai dolar,"['beli', 'kedelai', 'impor', 'dari', 'amerika', 'buat', 'tahu', 'tempe', 'itu', 'pake', 'dolar', 'beli', 'sapi', 'impor', 'dari', 'australia', 'pake', 'dolar', 'impor', 'bahan', 'bakar', 'minyak', 'bayar', 'pakai', 'dolar']","['beli', 'kedelai', 'impor', 'amerika', 'tempe', 'dolar', 'beli', 'sapi', 'impor', 'australia', 'dolar', 'impor', 'bahan', 'bakar', 'minyak', 'pakai', 'dolar']",beli kedelai impor amerika tempe dolar beli sapi impor australia dolar impor bahan bakar minyak pakai dolar
Beli hp yg km pakai juga pakai dollar... belinya mmg pakai rupiah setelah disesuaikan kurs dan pajak... emangnya indonesia bs produksi hp sendiri????,Beli hp yg km pakai juga pakai dollar belinya mmg pakai rupiah setelah disesuaikan kurs dan pajak emangnya indonesia bs produksi hp sendiri,beli hp yg km pakai juga pakai dollar belinya mmg pakai rupiah setelah disesuaikan kurs dan pajak emangnya indonesia bs produksi hp sendiri,beli gadget yang kamu pakai juga pakai dollar belinya mmg pakai rupiah setelah disesuaikan kurs dan pajak emangnya indonesia bs produksi gadget sendiri,"['beli', 'gadget', 'yang', 'kamu', 'pakai', 'juga', 'pakai', 'dollar', 'belinya', 'mmg', 'pakai', 'rupiah', 'setelah', 'disesuaikan', 'kurs', 'dan', 'pajak', 'emangnya', 'indonesia', 'bs', 'produksi', 'gadget', 'sendiri']","['beli', 'gadget', 'pakai', 'pakai', 'dollar', 'belinya', 'pakai', 'rupiah', 'disesuaikan', 'kurs', 'pajak', 'emangnya', 'indonesia', 'produksi', 'gadget']",beli gadget pakai pakai dollar beli pakai rupiah sesuai kurs pajak emang indonesia produksi gadget
